epoch,mag,mag_err,weight,curve_idx
2459182.41852,12.547,0.029,1.0,1
2459182.41865,12.533,0.023,1.0,1
2459182.43793,13.007,0.014,1.0,2
2459182.4382,12.996,0.014,1.0,2
2459182.43847,13.008,0.014,1.0,2
2459182.43873,12.997,0.014,1.0,2
2459182.439,13.008,0.014,1.0,2
2459182.43927,13.047,0.014,1.0,2
2459182.43953,13.026,0.014,1.0,2
2459182.4398,13.077,0.016,1.0,2
2459182.44006,13.069,0.014,1.0,2
2459182.44033,13.066,0.014,1.0,2
2459182.4406,13.086,0.014,1.0,2
2459182.44086,13.104,0.015,1.0,2
2459182.44113,13.142,0.014,1.0,2
2459182.44193,13.157,0.015,1.0,2
2459182.4422,13.129,0.015,1.0,2
2459182.44246,13.158,0.018,1.0,2
2459182.44326,13.166,0.015,1.0,2
2459182.44352,13.22,0.016,1.0,2
2459182.44379,13.243,0.017,1.0,2
2459182.44406,13.214,0.018,1.0,2
2459182.44432,13.216,0.016,1.0,2
2459182.44459,13.28,0.018,1.0,2
2459182.44485,13.276,0.016,1.0,2
2459182.44512,13.302,0.017,1.0,2
2459182.44539,13.266,0.018,1.0,2
2459182.44565,13.288,0.018,1.0,2
2459182.44592,13.321,0.017,1.0,2
2459182.44619,13.326,0.018,1.0,2
2459182.44645,13.345,0.018,1.0,2
2459182.44672,13.376,0.018,1.0,2
2459182.44699,13.393,0.018,1.0,2
2459182.44725,13.376,0.018,1.0,2
2459182.44752,13.405,0.018,1.0,2
2459182.44778,13.403,0.018,1.0,2
2459182.44805,13.405,0.018,1.0,2
2459182.44832,13.47,0.018,1.0,2
2459182.44858,13.465,0.019,1.0,2
2459182.44885,13.513,0.02,1.0,2
2459182.44912,13.515,0.019,1.0,2
2459182.44938,13.538,0.02,1.0,2
2459182.44965,13.531,0.02,1.0,2
2459182.44992,13.53,0.019,1.0,2
2459182.45018,13.543,0.02,1.0,2
2459182.45046,13.541,0.02,1.0,2
2459182.45072,13.6,0.02,1.0,2
2459182.45099,13.591,0.021,1.0,2
2459182.45126,13.598,0.02,1.0,2
2459182.45152,13.638,0.021,1.0,2
2459182.45232,13.659,0.022,1.0,2
2459182.45259,13.653,0.022,1.0,2
2459182.45285,13.647,0.022,1.0,2
2459182.45312,13.675,0.022,1.0,2
2459182.45339,13.651,0.021,1.0,2
2459182.45365,13.716,0.022,1.0,2
2459182.45392,13.698,0.022,1.0,2
2459182.45418,13.75,0.023,1.0,2
2459182.45445,13.73,0.021,1.0,2
2459182.45472,13.755,0.023,1.0,2
2459182.45498,13.744,0.023,1.0,2
2459182.45525,13.735,0.023,1.0,2
2459182.45552,13.765,0.023,1.0,2
2459182.45605,13.805,0.024,1.0,2
2459182.45685,13.745,0.023,1.0,2
2459182.45711,13.773,0.023,1.0,2
2459182.45738,13.738,0.023,1.0,2
2459182.45765,13.758,0.024,1.0,2
2459182.45791,13.777,0.025,1.0,2
2459182.45818,13.719,0.023,1.0,2
2459182.45845,13.721,0.024,1.0,2
2459182.45871,13.748,0.023,1.0,2
2459182.45897,13.778,0.022,1.0,2
2459182.45951,13.776,0.024,1.0,2
2459182.45977,13.754,0.023,1.0,2
2459182.46004,13.779,0.024,1.0,2
2459182.46031,13.719,0.022,1.0,2
2459182.46057,13.706,0.022,1.0,2
2459182.46084,13.712,0.022,1.0,2
2459182.46111,13.783,0.024,1.0,2
2459182.46137,13.752,0.024,1.0,2
2459182.46164,13.704,0.023,1.0,2
2459182.4619,13.7,0.023,1.0,2
2459182.46217,13.71,0.023,1.0,2
2459182.4627,13.697,0.022,1.0,2
2459182.46324,13.692,0.022,1.0,2
2459182.4635,13.72,0.023,1.0,2
2459182.46377,13.707,0.023,1.0,2
2459182.46403,13.635,0.023,1.0,2
2459182.4643,13.677,0.024,1.0,2
2459182.46457,13.722,0.023,1.0,2
2459182.46507,13.678,0.023,1.0,2
2459182.46534,13.647,0.024,1.0,2
2459182.46587,13.659,0.023,1.0,2
2459182.46614,13.602,0.024,1.0,2
2459182.46641,13.613,0.022,1.0,2
2459182.46667,13.642,0.024,1.0,2
2459182.46747,13.644,0.024,1.0,2
2459182.46827,13.643,0.025,1.0,2
2459182.46907,13.663,0.022,1.0,2
2459182.46934,13.64,0.024,1.0,2
2459182.4696,13.642,0.022,1.0,2
2459182.46987,13.63,0.021,1.0,2
2459182.47013,13.62,0.022,1.0,2
2459182.4704,13.639,0.021,1.0,2
2459182.47067,13.624,0.021,1.0,2
2459182.47093,13.64,0.02,1.0,2
2459182.4712,13.615,0.02,1.0,2
2459182.47147,13.601,0.021,1.0,2
2459182.47173,13.65,0.021,1.0,2
2459182.472,13.602,0.02,1.0,2
2459182.47226,13.636,0.02,1.0,2
2459182.47253,13.602,0.02,1.0,2
2459182.4728,13.617,0.02,1.0,2
2459182.47333,13.623,0.02,1.0,2
2459182.47386,13.572,0.019,1.0,2
2459182.47413,13.592,0.021,1.0,2
2459182.47439,13.613,0.019,1.0,2
2459182.47466,13.592,0.02,1.0,2
2459182.47519,13.622,0.019,1.0,2
2459182.47546,13.604,0.021,1.0,2
2459182.47572,13.614,0.022,1.0,2
2459182.47599,13.618,0.02,1.0,2
2459182.47626,13.633,0.021,1.0,2
2459182.47652,13.603,0.019,1.0,2
2459182.47679,13.588,0.02,1.0,2
2459182.47705,13.611,0.021,1.0,2
2459182.47732,13.606,0.019,1.0,2
2459182.47759,13.644,0.021,1.0,2
2459182.47785,13.66,0.021,1.0,2
2459182.47812,13.623,0.02,1.0,2
2459182.47839,13.608,0.019,1.0,2
2459182.47865,13.651,0.02,1.0,2
2459182.4792,13.62,0.02,1.0,2
2459182.47946,13.644,0.02,1.0,2
2459182.47973,13.635,0.021,1.0,2
2459182.48,13.607,0.02,1.0,2
2459182.48026,13.639,0.021,1.0,2
2459182.48053,13.635,0.02,1.0,2
2459182.4808,13.644,0.021,1.0,2
2459182.48106,13.635,0.021,1.0,2
2459182.48132,13.612,0.019,1.0,2
2459182.48159,13.63,0.021,1.0,2
2459182.48186,13.624,0.02,1.0,2
2459182.48212,13.643,0.02,1.0,2
2459182.48266,13.583,0.019,1.0,2
2459182.48292,13.558,0.019,1.0,2
2459182.48319,13.566,0.019,1.0,2
2459182.48345,13.557,0.019,1.0,2
2459182.48372,13.501,0.018,1.0,2
2459182.48399,13.509,0.017,1.0,2
2459182.48425,13.459,0.018,1.0,2
2459182.48452,13.438,0.017,1.0,2
2459182.48479,13.44,0.019,1.0,2
2459182.48505,13.413,0.017,1.0,2
2459182.48532,13.364,0.017,1.0,2
2459182.48559,13.379,0.016,1.0,2
2459182.48585,13.351,0.018,1.0,2
2459182.48612,13.357,0.018,1.0,2
2459182.48638,13.32,0.016,1.0,2
2459182.48665,13.275,0.015,1.0,2
2459182.48745,13.278,0.016,1.0,2
2459182.48772,13.219,0.016,1.0,2
2459182.48798,13.204,0.015,1.0,2
2459182.48825,13.191,0.015,1.0,2
2459182.48851,13.186,0.017,1.0,2
2459182.48878,13.164,0.016,1.0,2
2459182.48905,13.17,0.015,1.0,2
2459182.48931,13.158,0.016,1.0,2
2459182.48985,13.081,0.015,1.0,2
2459182.49011,13.099,0.015,1.0,2
2459182.49038,13.071,0.015,1.0,2
2459182.49195,12.983,0.015,1.0,2
2459182.49222,12.996,0.014,1.0,2
2459182.49248,12.953,0.014,1.0,2
2459182.49275,12.945,0.012,1.0,2
2459182.49302,12.934,0.012,1.0,2
2459182.49328,12.931,0.013,1.0,2
2459182.49355,12.91,0.013,1.0,2
2459182.49382,12.891,0.013,1.0,2
2459182.49408,12.875,0.013,1.0,2
2459182.49435,12.886,0.011,1.0,2
2459182.49461,12.863,0.011,1.0,2
2459182.49488,12.871,0.012,1.0,2
2459182.49515,12.853,0.013,1.0,2
2459182.49541,12.826,0.013,1.0,2
2459182.49568,12.844,0.013,1.0,2
2459182.49595,12.822,0.012,1.0,2
2459182.49647,12.8,0.011,1.0,2
2459182.49674,12.798,0.013,1.0,2
2459182.49702,12.774,0.012,1.0,2
2459182.49836,12.757,0.011,1.0,2
2459182.49916,12.731,0.011,1.0,2
2459182.49944,12.737,0.012,1.0,2
2459182.4997,12.701,0.01,1.0,2
2459182.5005,12.693,0.011,1.0,2
2459182.50077,12.67,0.01,1.0,2
2459182.50104,12.671,0.01,1.0,2
2459182.5013,12.657,0.009,1.0,2
2459182.50157,12.68,0.01,1.0,2
2459182.50184,12.647,0.01,1.0,2
2459182.5021,12.635,0.009,1.0,2
2459182.50237,12.634,0.011,1.0,2
2459182.50263,12.633,0.01,1.0,2
2459182.5029,12.62,0.011,1.0,2
2459182.50317,12.63,0.01,1.0,2
2459182.50343,12.623,0.009,1.0,2
2459182.5037000002,12.612,0.01,1.0,2
2459182.50397,12.591,0.011,1.0,2
2459182.50423,12.618,0.009,1.0,2
2459182.50503,12.592,0.009,1.0,2
2459182.50556,12.58,0.011,1.0,2
2459182.50636,12.546,0.009,1.0,2
2459182.50716,12.548,0.009,1.0,2
2459182.50742,12.548,0.009,1.0,2
2459182.50769,12.539,0.009,1.0,2
2459182.50796,12.541,0.009,1.0,2
2459182.50822,12.529,0.009,1.0,2
2459182.50849,12.532,0.009,1.0,2
2459182.50876,12.532,0.01,1.0,2
2459182.5090199998,12.519,0.012,1.0,2
2459182.50929,12.524,0.009,1.0,2
2459182.50955,12.507,0.008,1.0,2
2459182.50982,12.503,0.009,1.0,2
2459182.51035,12.498,0.012,1.0,2
2459182.51062,12.49,0.011,1.0,2
2459182.51089,12.501,0.009,1.0,2
2459182.51115,12.517,0.009,1.0,2
2459182.51222,12.48,0.009,1.0,2
2459182.51248,12.482,0.01,1.0,2
2459182.51302,12.485,0.008,1.0,2
2459182.51328,12.469,0.01,1.0,2
2459182.51382,12.472,0.01,1.0,2
2459182.5226,12.493,0.011,1.0,2
2459182.52287,12.496,0.009,1.0,2
2459182.52313,12.497,0.009,1.0,2
2459182.5234,12.504,0.008,1.0,2
2459182.52366,12.497,0.009,1.0,2
2459182.52446,12.521,0.009,1.0,2
2459182.52473,12.508,0.01,1.0,2
2459182.525,12.523,0.008,1.0,2
2459182.52526,12.524,0.009,1.0,2
2459182.52553,12.523,0.009,1.0,2
2459182.5258,12.536,0.009,1.0,2
2459182.52606,12.551,0.009,1.0,2
2459182.52632,12.531,0.008,1.0,2
2459182.52659,12.541,0.011,1.0,2
2459182.52686,12.528,0.01,1.0,2
2459182.52712,12.559,0.009,1.0,2
2459182.52792,12.544,0.009,1.0,2
2459182.52819,12.559,0.01,1.0,2
2459182.52845,12.55,0.009,1.0,2
2459182.52979,12.572,0.011,1.0,2
2459182.53005,12.585,0.009,1.0,2
2459182.53032,12.603,0.009,1.0,2
2459182.53059,12.593,0.009,1.0,2
2459182.53085,12.598,0.009,1.0,2
2459182.53165,12.609,0.009,1.0,2
2459182.53192,12.606,0.009,1.0,2
2459182.53218,12.627,0.009,1.0,2
2459182.53245,12.65,0.011,1.0,2
2459182.53298,12.641,0.012,1.0,2
2459182.53325,12.653,0.01,1.0,2
2459182.53431,12.667,0.009,1.0,2
2459182.53458,12.675,0.009,1.0,2
2459182.53485,12.686,0.009,1.0,2
2459182.53538,12.691,0.009,1.0,2
2459182.53591,12.707,0.01,1.0,2
2459182.53617,12.719,0.009,1.0,2
2459182.53644,12.721,0.01,1.0,2
2459182.53671,12.715,0.01,1.0,2
2459182.53697,12.724,0.012,1.0,2
2459182.53724,12.745,0.011,1.0,2
2459182.53751,12.751,0.01,1.0,2
2459182.53777,12.746,0.011,1.0,2
2459182.5383,12.767,0.011,1.0,2
2459182.53857,12.788,0.011,1.0,2
2459182.53884,12.791,0.01,1.0,2
2459182.5391,12.795,0.011,1.0,2
2459182.53937,12.802,0.011,1.0,2
2459182.53964,12.811,0.012,1.0,2
2459182.54205,12.883,0.012,1.0,2
2459182.54257,12.922,0.012,1.0,2
2459182.54311,12.96,0.011,1.0,2
2459182.54337,12.956,0.011,1.0,2
2459182.54364,12.981,0.011,1.0,2
2459182.54391,12.977,0.012,1.0,2
2459182.5447,13.014,0.011,1.0,2
2459182.54497,13.008,0.011,1.0,2
2459182.54524,13.032,0.012,1.0,2
2459182.5455,13.051,0.011,1.0,2
2459182.54577,13.044,0.011,1.0,2
2459182.54657,13.074,0.011,1.0,2
2459182.54817,13.168,0.013,1.0,2
2459182.54843,13.151,0.013,1.0,2
2459182.5487,13.156,0.013,1.0,2
2459182.54923,13.171,0.013,1.0,2
2459182.5495,13.203,0.013,1.0,2
2459182.55056,13.216,0.013,1.0,2
2459182.55083,13.227,0.013,1.0,2
2459182.5511,13.242,0.013,1.0,2
2459182.55136,13.253,0.013,1.0,2
2459182.55163,13.244,0.013,1.0,2
2459182.55189,13.253,0.013,1.0,2
2459182.55269,13.279,0.014,1.0,2
2459182.55296,13.291,0.014,1.0,2
2459182.55402,13.273,0.014,1.0,2
2459182.55429,13.297,0.014,1.0,2
2459182.55455,13.294,0.014,1.0,2
2459182.55509,13.291,0.014,1.0,2
2459182.55535,13.281,0.014,1.0,2
2459182.5556199998,13.309,0.014,1.0,2
2459182.55589,13.311,0.014,1.0,2
2459182.55615,13.278,0.014,1.0,2
2459182.55642,13.305,0.014,1.0,2
2459182.55669,13.301,0.014,1.0,2
2459182.55695,13.277,0.014,1.0,2
2459182.55722,13.289,0.014,1.0,2
2459182.55748,13.311,0.015,1.0,2
2459182.55775,13.304,0.015,1.0,2
2459182.55802,13.294,0.014,1.0,2
2459182.55828,13.311,0.015,1.0,2
2459182.55908,13.303,0.015,1.0,2
2459182.55935,13.308,0.015,1.0,2
2459182.56041,13.282,0.015,1.0,2
2459182.56068,13.279,0.015,1.0,2
2459183.432,13.248,0.012,1.0,3
2459183.43226,13.277,0.013,1.0,3
2459183.43253,13.279,0.012,1.0,3
2459183.4328,13.285,0.013,1.0,3
2459183.43306,13.272,0.011,1.0,3
2459183.43333,13.253,0.011,1.0,3
2459183.43386,13.227,0.012,1.0,3
2459183.43413,13.209,0.011,1.0,3
2459183.43439,13.202,0.011,1.0,3
2459183.43466,13.174,0.011,1.0,3
2459183.43573,13.105,0.01,1.0,3
2459183.43626,13.105,0.011,1.0,3
2459183.43706,13.053,0.011,1.0,3
2459183.43732,13.042,0.011,1.0,3
2459183.43759,13.021,0.011,1.0,3
2459183.43786,13.031,0.01,1.0,3
2459183.43812,13.009,0.01,1.0,3
2459183.43839,12.971,0.011,1.0,3
2459183.43866,12.977,0.01,1.0,3
2459183.43892,12.952,0.01,1.0,3
2459183.43972,12.934,0.01,1.0,3
2459183.44025,12.918,0.009,1.0,3
2459183.44104,12.904,0.01,1.0,3
2459183.44131,12.885,0.009,1.0,3
2459183.44157,12.883,0.009,1.0,3
2459183.44184,12.874,0.009,1.0,3
2459183.44237,12.83,0.008,1.0,3
2459183.44263,12.856,0.008,1.0,3
2459183.4429,12.837,0.009,1.0,3
2459183.44317,12.822,0.011,1.0,3
2459183.44343,12.817,0.008,1.0,3
2459183.4437,12.832,0.009,1.0,3
2459183.44397,12.8,0.009,1.0,3
2459183.44423,12.787,0.008,1.0,3
2459183.4445,12.808,0.008,1.0,3
2459183.44476,12.765,0.009,1.0,3
2459183.44558,12.758,0.009,1.0,3
2459183.44584,12.777,0.008,1.0,3
2459183.44611,12.76,0.009,1.0,3
2459183.44637,12.737,0.008,1.0,3
2459183.44691,12.722,0.008,1.0,3
2459183.44717,12.737,0.007,1.0,3
2459183.44744,12.747,0.008,1.0,3
2459183.44771,12.724,0.008,1.0,3
2459183.44797,12.716,0.009,1.0,3
2459183.44824,12.717,0.009,1.0,3
2459183.4485,12.708,0.008,1.0,3
2459183.44961,12.671,0.007,1.0,3
2459183.44988,12.654,0.009,1.0,3
2459183.45041,12.663,0.007,1.0,3
2459183.45068,12.66,0.007,1.0,3
2459183.45093,12.659,0.007,1.0,3
2459183.4512,12.65,0.011,1.0,3
2459183.452,12.639,0.008,1.0,3
2459183.45253,12.65,0.008,1.0,3
2459183.45306,12.636,0.007,1.0,3
2459183.45334,12.626,0.008,1.0,3
2459183.45361,12.625,0.007,1.0,3
2459183.45387,12.62,0.008,1.0,3
2459183.45414,12.611,0.007,1.0,3
2459183.45441,12.611,0.008,1.0,3
2459183.45467,12.605,0.007,1.0,3
2459183.45494,12.592,0.007,1.0,3
2459183.45521,12.59,0.007,1.0,3
2459183.45547,12.587,0.007,1.0,3
2459183.45574,12.583,0.009,1.0,3
2459183.456,12.585,0.008,1.0,3
2459183.45627,12.589,0.006,1.0,3
2459183.45653,12.586,0.007,1.0,3
2459183.4568,12.576,0.006,1.0,3
2459183.45707,12.57,0.007,1.0,3
2459183.45733,12.57,0.008,1.0,3
2459183.4576,12.563,0.007,1.0,3
2459183.4584,12.571,0.008,1.0,3
2459183.45866,12.562,0.008,1.0,3
2459183.4592,12.555,0.007,1.0,3
2459183.4597300002,12.556,0.009,1.0,3
2459183.46,12.557,0.011,1.0,3
2459183.46026,12.565,0.007,1.0,3
2459183.46053,12.554,0.008,1.0,3
2459183.46079,12.545,0.01,1.0,3
2459183.46106,12.544,0.007,1.0,3
2459183.46185,12.556,0.007,1.0,3
2459183.46211,12.545,0.007,1.0,3
2459183.46238,12.541,0.007,1.0,3
2459183.46265,12.536,0.009,1.0,3
2459183.4629100002,12.53,0.007,1.0,3
2459183.46318,12.532,0.007,1.0,3
2459183.46344,12.536,0.008,1.0,3
2459183.46371,12.534,0.007,1.0,3
2459183.46451,12.532,0.007,1.0,3
2459183.46478,12.533,0.007,1.0,3
2459183.46531,12.529,0.009,1.0,3
2459183.46611,12.535,0.008,1.0,3
2459183.46691,12.534,0.009,1.0,3
2459183.46717,12.53,0.01,1.0,3
2459183.46744,12.524,0.008,1.0,3
2459183.46797,12.525,0.008,1.0,3
2459183.4682299998,12.527,0.009,1.0,3
2459183.4685,12.521,0.009,1.0,3
2459183.46933,12.523,0.009,1.0,3
2459183.46986,12.544,0.008,1.0,3
2459183.47039,12.535,0.007,1.0,3
2459183.47066,12.543,0.008,1.0,3
2459183.47092,12.531,0.009,1.0,3
2459183.47119,12.538,0.009,1.0,3
2459183.47146,12.536,0.006,1.0,3
2459183.47225,12.531,0.008,1.0,3
2459183.47252,12.539,0.008,1.0,3
2459183.47278,12.544,0.007,1.0,3
2459183.47305,12.545,0.008,1.0,3
2459183.47332,12.539,0.007,1.0,3
2459183.47438,12.551,0.007,1.0,3
2459183.47465,12.55,0.009,1.0,3
2459183.47491,12.547,0.007,1.0,3
2459183.47518,12.55,0.006,1.0,3
2459183.47571,12.568,0.007,1.0,3
2459183.47598,12.568,0.007,1.0,3
2459183.47625,12.553,0.008,1.0,3
2459183.47651,12.565,0.007,1.0,3
2459183.47678,12.56,0.007,1.0,3
2459183.47704,12.56,0.007,1.0,3
2459183.47731,12.559,0.009,1.0,3
2459183.47758,12.569,0.007,1.0,3
2459183.47784,12.549,0.007,1.0,3
2459183.47838,12.569,0.007,1.0,3
2459183.47864,12.571,0.009,1.0,3
2459183.47891,12.568,0.008,1.0,3
2459183.47917,12.586,0.008,1.0,3
2459183.47944,12.578,0.007,1.0,3
2459183.47971,12.587,0.009,1.0,3
2459183.47997,12.583,0.007,1.0,3
2459183.48024,12.591,0.009,1.0,3
2459183.48051,12.584,0.007,1.0,3
2459183.48077,12.601,0.008,1.0,3
2459183.48131,12.591,0.008,1.0,3
2459183.4821,12.607,0.008,1.0,3
2459183.4829,12.623,0.007,1.0,3
2459183.48317,12.609,0.007,1.0,3
2459183.48343,12.629,0.008,1.0,3
2459183.4837,12.618,0.008,1.0,3
2459183.48396,12.623,0.007,1.0,3
2459183.48423,12.64,0.008,1.0,3
2459183.4845,12.635,0.009,1.0,3
2459183.48476,12.619,0.008,1.0,3
2459183.4853,12.65,0.008,1.0,3
2459183.48583,12.653,0.009,1.0,3
2459183.48636,12.647,0.009,1.0,3
2459183.48663,12.654,0.009,1.0,3
2459183.48689,12.676,0.008,1.0,3
2459183.48716,12.663,0.008,1.0,3
2459183.48743,12.668,0.007,1.0,3
2459183.48876,12.693,0.009,1.0,3
2459183.49682,12.884,0.009,1.0,3
2459183.49709,12.879,0.009,1.0,3
2459183.49736,12.881,0.011,1.0,3
2459183.49762,12.877,0.01,1.0,3
2459183.49816,12.914,0.009,1.0,3
2459183.49842,12.894,0.009,1.0,3
2459183.49869,12.901,0.01,1.0,3
2459183.49922,12.919,0.011,1.0,3
2459183.4994799998,12.932,0.009,1.0,3
2459183.49975,12.941,0.009,1.0,3
2459183.50054,12.959,0.009,1.0,3
2459183.50081,12.985,0.01,1.0,3
2459183.50107,12.99,0.012,1.0,3
2459183.50161,12.983,0.009,1.0,3
2459183.50267,13.05,0.01,1.0,3
2459183.50426,13.118,0.011,1.0,3
2459183.5048,13.12,0.01,1.0,3
2459183.50506,13.117,0.011,1.0,3
2459183.50533,13.152,0.01,1.0,3
2459183.5056,13.153,0.011,1.0,3
2459183.50586,13.155,0.011,1.0,3
2459183.50613,13.165,0.011,1.0,3
2459183.5064,13.214,0.011,1.0,3
2459183.50666,13.186,0.011,1.0,3
2459183.50719,13.221,0.013,1.0,3
2459183.51002,13.377,0.013,1.0,3
2459183.51028,13.371,0.013,1.0,3
2459183.51135,13.409,0.013,1.0,3
2459183.51161,13.423,0.013,1.0,3
2459183.51188,13.439,0.014,1.0,3
2459183.51215,13.44,0.014,1.0,3
2459183.51241,13.437,0.013,1.0,3
2459183.51268,13.487,0.015,1.0,3
2459183.51295,13.494,0.013,1.0,3
2459183.51348,13.514,0.016,1.0,3
2459183.54339,12.872,0.009,1.0,3
2459183.54365,12.861,0.009,1.0,3
2459183.54392,12.857,0.009,1.0,3
2459183.54418,12.855,0.008,1.0,3
2459183.54445,12.836,0.008,1.0,3
2459183.54471,12.841,0.008,1.0,3
2459183.54498,12.829,0.009,1.0,3
2459183.54605,12.793,0.008,1.0,3
2459183.54631,12.778,0.009,1.0,3
2459183.54658,12.778,0.008,1.0,3
2459183.54684,12.766,0.009,1.0,3
2459183.54844,12.749,0.009,1.0,3
2459183.54871,12.732,0.008,1.0,3
2459183.54897,12.726,0.008,1.0,3
2459183.54924,12.718,0.008,1.0,3
2459183.54951,12.699,0.008,1.0,3
2459183.55004,12.704,0.008,1.0,3
2459183.55031,12.699,0.008,1.0,3
2459183.55084,12.696,0.008,1.0,3
2459183.55111,12.668,0.009,1.0,3
2459183.55137,12.658,0.008,1.0,3
2459183.55164,12.688,0.008,1.0,3
2459183.5519,12.666,0.009,1.0,3
2459183.5524399998,12.653,0.009,1.0,3
2459183.5527,12.65,0.007,1.0,3
2459183.55403,12.642,0.009,1.0,3
2459183.55456,12.611,0.007,1.0,3
2459183.55509,12.612,0.008,1.0,3
2459183.55641,12.585,0.007,1.0,3
2459183.55668,12.59,0.007,1.0,3
2459183.55695,12.582,0.008,1.0,3
2459183.55828,12.575,0.007,1.0,3
2459183.55855,12.563,0.008,1.0,3
2459183.55881,12.568,0.008,1.0,3
2459183.55908,12.544,0.008,1.0,3
2459183.56014,12.539,0.007,1.0,3
2459183.56041,12.543,0.007,1.0,3
2459183.56307,12.516,0.007,1.0,3
2459183.58381,12.534,0.009,1.0,3
2459183.58461,12.537,0.008,1.0,3
2459183.58488,12.529,0.007,1.0,3
2459183.58514,12.533,0.009,1.0,3
2459183.58568,12.555,0.009,1.0,3
2459183.58647,12.559,0.007,1.0,3
2459183.58674,12.575,0.007,1.0,3
2459183.58727,12.559,0.008,1.0,3
2459183.58754,12.544,0.007,1.0,3
2459183.58834,12.575,0.007,1.0,3
2459183.58914,12.593,0.009,1.0,3
2459183.5894,12.591,0.008,1.0,3
2459183.58994,12.613,0.008,1.0,3
2459183.5902,12.601,0.007,1.0,3
2459183.59046,12.604,0.009,1.0,3
2459183.59072,12.619,0.008,1.0,3
2459183.59099,12.616,0.009,1.0,3
2459183.59152,12.633,0.009,1.0,3
2459183.59205,12.64,0.009,1.0,3
2459183.59232,12.639,0.009,1.0,3
2459183.59338,12.652,0.01,1.0,3
2459183.59365,12.681,0.009,1.0,3
2459183.59445,12.668,0.009,1.0,3
2459183.59525,12.7,0.01,1.0,3
2459183.59551,12.702,0.01,1.0,3
2459183.59604,12.701,0.009,1.0,3
2459183.59631,12.713,0.009,1.0,3
2459183.59684,12.723,0.009,1.0,3
2459183.59711,12.742,0.009,1.0,3
2459183.59764,12.739,0.009,1.0,3
2459183.59791,12.748,0.009,1.0,3
2459183.59844,12.744,0.009,1.0,3
2459183.59871,12.784,0.009,1.0,3
2459183.59897,12.77,0.009,1.0,3
2459183.59924,12.783,0.01,1.0,3
2459183.59951,12.788,0.01,1.0,3
2459183.59977,12.785,0.009,1.0,3
2459183.60137,12.834,0.01,1.0,3
2459183.60164,12.837,0.009,1.0,3
